experiment,config_name,category,stack_types,period,frequency,forecast_length,backcast_length,n_stacks,n_blocks_per_stack,share_weights,run,seed,smape,mase,mae,mse,owa,norm_mae,norm_mse,n_params,training_time_seconds,epochs_trained,active_g,sum_losses,activation,stopping_reason,best_val_loss,final_val_loss,final_train_loss,best_epoch,loss_ratio,diverged,val_loss_curve,search_round,basis_dim,basis_offset,trend_thetas_dim_cfg,wavelet_family,bd_label,latent_dim_cfg,meta_predicted_best,meta_convergence_score
wavelet_v3ae_search_r1,Haar_lt_fcast_ttd5_ld16,wavelet_v3ae_search,"['TrendAELG', 'HaarWaveletV3AELG']",Tourism-Yearly,1,4,8,10,1,True,1,43,36.985126,5.834746,166406.000000,2158503919616.000000,nan,2.620163,45.321892,920665,2.26,10,False,False,ReLU,MAX_EPOCHS,40.04367828,40.04367828,48.49225616,9,1.000000,False,"[""180.31835938"", ""144.76435852"", ""114.10397339"", ""87.90919495"", ""67.24285126"", ""53.30181122"", ""45.93024063"", ""43.99465942"", ""42.70903397"", ""40.04367828""]",1,2,0,5,HaarWaveletV3AELG,lt_fcast,16,45.50550413,0.25236201
wavelet_v3ae_search_r1,Haar_lt_fcast_ttd5_ld16,wavelet_v3ae_search,"['TrendAELG', 'HaarWaveletV3AELG']",Tourism-Yearly,1,4,8,10,1,True,2,44,35.472042,5.600627,156659.765625,2054148325376.000000,nan,2.528194,43.060806,920665,2.32,10,False,False,ReLU,MAX_EPOCHS,38.28957367,38.28957367,48.24635315,9,1.000000,False,"[""150.20489502"", ""115.48438263"", ""86.98843384"", ""65.73063660"", ""52.89910889"", ""48.92970276"", ""48.37099457"", ""46.37951660"", ""42.53598785"", ""38.28957367""]",1,2,0,5,HaarWaveletV3AELG,lt_fcast,16,43.63437654,0.29049903
wavelet_v3ae_search_r1,Haar_eq_bcast_ttd3_ld16,wavelet_v3ae_search,"['TrendAELG', 'HaarWaveletV3AELG']",Tourism-Yearly,1,4,8,10,1,True,0,42,29.999128,4.536091,114183.117188,896521797632.000000,nan,2.005690,20.291483,938575,2.14,10,False,False,ReLU,MAX_EPOCHS,31.02470589,31.02470589,42.18485641,9,1.000000,False,"[""151.42268372"", ""108.82041168"", ""75.28974152"", ""50.54860687"", ""37.16968155"", ""37.40674591"", ""39.86062241"", ""38.55540848"", ""34.65450668"", ""31.02470589""]",1,8,0,3,HaarWaveletV3AELG,eq_bcast,16,31.18592469,0.20595279
wavelet_v3ae_search_r1,Haar_eq_bcast_ttd3_ld16,wavelet_v3ae_search,"['TrendAELG', 'HaarWaveletV3AELG']",Tourism-Yearly,1,4,8,10,1,True,1,43,26.057392,3.834363,107502.937500,954615201792.000000,nan,1.684505,18.233196,938575,2.31,10,False,False,ReLU,MAX_EPOCHS,29.88702965,29.88702965,39.68326569,9,1.000000,False,"[""161.70368958"", ""120.52359772"", ""85.92291260"", ""58.79851532"", ""41.91857910"", ""35.74881744"", ""36.31939697"", ""34.78866196"", ""31.29159737"", ""29.88702965""]",1,8,0,3,HaarWaveletV3AELG,eq_bcast,16,29.21058533,0.18064266
wavelet_v3ae_search_r1,Haar_eq_bcast_ttd3_ld16,wavelet_v3ae_search,"['TrendAELG', 'HaarWaveletV3AELG']",Tourism-Yearly,1,4,8,10,1,True,2,44,33.987293,5.558368,127699.632812,1071926738944.000000,nan,2.494816,32.938519,938575,2.05,10,False,False,ReLU,MAX_EPOCHS,33.16712952,33.16712952,45.22832489,9,1.000000,False,"[""154.23222351"", ""116.34523010"", ""82.94235229"", ""55.35325241"", ""38.28838730"", ""37.46393204"", ""41.32720947"", ""41.10291672"", ""37.42444611"", ""33.16712952""]",1,8,0,3,HaarWaveletV3AELG,eq_bcast,16,31.27914385,0.20280550
wavelet_v3ae_search_r1,Haar_eq_bcast_ttd5_ld16,wavelet_v3ae_search,"['TrendAELG', 'HaarWaveletV3AELG']",Tourism-Yearly,1,4,8,10,1,True,0,42,29.044086,4.629016,166991.937500,2562233466880.000000,nan,2.250015,48.222702,941145,1.98,10,False,False,ReLU,MAX_EPOCHS,32.26858139,32.26858139,40.79658890,9,1.000000,False,"[""153.73397827"", ""115.91165161"", ""83.14030457"", ""56.16319275"", ""37.59059906"", ""32.75666046"", ""35.44267654"", ""35.56521606"", ""33.35498810"", ""32.26858139""]",1,8,0,5,HaarWaveletV3AELG,eq_bcast,16,26.81913459,0.17445157
wavelet_v3ae_search_r1,Haar_eq_bcast_ttd5_ld16,wavelet_v3ae_search,"['TrendAELG', 'HaarWaveletV3AELG']",Tourism-Yearly,1,4,8,10,1,True,1,43,32.381378,5.050162,92700.820312,547361128448.000000,nan,2.123836,19.556959,941145,1.79,10,False,False,ReLU,MAX_EPOCHS,36.62115860,36.83706665,47.71646118,5,1.005896,False,"[""163.17381287"", ""126.24620056"", ""94.56228638"", ""68.26121521"", ""47.88660812"", ""36.62115860"", ""38.21052170"", ""41.73775482"", ""41.02400589"", ""36.83706665""]",1,8,0,5,HaarWaveletV3AELG,eq_bcast,16,29.41596348,0.18027380
wavelet_v3ae_search_r1,Haar_eq_bcast_ttd5_ld16,wavelet_v3ae_search,"['TrendAELG', 'HaarWaveletV3AELG']",Tourism-Yearly,1,4,8,10,1,True,2,44,32.141228,5.266605,173262.000000,2429239951360.000000,nan,2.575401,55.169586,941145,2.06,10,False,False,ReLU,MAX_EPOCHS,33.70396805,33.70396805,42.92454529,9,1.000000,False,"[""166.23985291"", ""129.83688354"", ""95.81153870"", ""66.45038605"", ""45.44659424"", ""36.11117172"", ""36.90689850"", ""38.03692245"", ""36.06346130"", ""33.70396805""]",1,8,0,5,HaarWaveletV3AELG,eq_bcast,16,28.98953301,0.17438377
wavelet_v3ae_search_r1,Haar_lt_bcast_ttd3_ld16,wavelet_v3ae_search,"['TrendAELG', 'HaarWaveletV3AELG']",Tourism-Yearly,1,4,8,10,1,True,0,42,28.916594,4.429735,138103.843750,1651483082752.000000,nan,2.034420,30.610710,928335,1.81,10,False,False,ReLU,MAX_EPOCHS,31.63707352,31.63707352,39.97380066,9,1.000000,False,"[""132.27314758"", ""93.71987915"", ""63.29467392"", ""42.06530380"", ""33.41151047"", ""35.37324524"", ""36.81118774"", ""35.12603760"", ""32.43092728"", ""31.63707352""]",1,4,0,3,HaarWaveletV3AELG,lt_bcast,16,29.71330926,0.22463599
wavelet_v3ae_search_r1,Haar_lt_bcast_ttd3_ld16,wavelet_v3ae_search,"['TrendAELG', 'HaarWaveletV3AELG']",Tourism-Yearly,1,4,8,10,1,True,1,43,29.684582,4.515232,116091.929688,978446450688.000000,nan,1.961981,20.132187,928335,2.01,10,False,False,ReLU,MAX_EPOCHS,31.48059464,31.48059464,40.85029221,9,1.000000,False,"[""143.35986328"", ""101.04635620"", ""68.53410339"", ""45.04922485"", ""34.34300995"", ""35.67504120"", ""37.88279724"", ""36.73035431"", ""33.66658401"", ""31.48059464""]",1,4,0,3,HaarWaveletV3AELG,lt_bcast,16,29.78103666,0.20773622
wavelet_v3ae_search_r1,Haar_lt_bcast_ttd3_ld16,wavelet_v3ae_search,"['TrendAELG', 'HaarWaveletV3AELG']",Tourism-Yearly,1,4,8,10,1,True,2,44,30.550098,4.731812,130947.554688,1271056171008.000000,nan,2.135807,27.831423,928335,2.59,10,False,False,ReLU,MAX_EPOCHS,31.45495415,31.45495415,43.01111221,9,1.000000,False,"[""144.82713318"", ""103.93518066"", ""70.51007080"", ""45.80283356"", ""33.91878128"", ""37.28003693"", ""40.87749481"", ""39.50034332"", ""35.32423019"", ""31.45495415""]",1,4,0,3,HaarWaveletV3AELG,lt_bcast,16,30.91801517,0.21348220
wavelet_v3ae_search_r1,Haar_lt_bcast_ttd5_ld16,wavelet_v3ae_search,"['TrendAELG', 'HaarWaveletV3AELG']",Tourism-Yearly,1,4,8,10,1,True,0,42,31.374788,5.086086,135943.328125,1429375287296.000000,nan,2.362896,39.121593,930905,2.05,10,False,False,ReLU,MAX_EPOCHS,32.37156677,32.37156677,43.17636490,9,1.000000,False,"[""156.22222900"", ""118.83348083"", ""84.72497559"", ""56.26488495"", ""38.08821869"", ""35.58976746"", ""38.48719788"", ""38.03802490"", ""34.92126846"", ""32.37156677""]",1,4,0,5,HaarWaveletV3AELG,lt_bcast,16,29.43843226,0.18843946
wavelet_v3ae_search_r1,Haar_lt_bcast_ttd5_ld16,wavelet_v3ae_search,"['TrendAELG', 'HaarWaveletV3AELG']",Tourism-Yearly,1,4,8,10,1,True,1,43,28.031830,4.165868,138841.515625,1639930134528.000000,nan,1.872437,27.033403,930905,2.06,10,False,False,ReLU,MAX_EPOCHS,31.74003410,31.74003410,39.48233795,9,1.000000,False,"[""159.90686035"", ""119.24826050"", ""85.23723602"", ""58.66879272"", ""41.93852997"", ""35.98944855"", ""36.09814453"", ""34.78930283"", ""32.09679031"", ""31.74003410""]",1,4,0,5,HaarWaveletV3AELG,lt_bcast,16,29.48006857,0.18435775
wavelet_v3ae_search_r1,Haar_lt_bcast_ttd5_ld16,wavelet_v3ae_search,"['TrendAELG', 'HaarWaveletV3AELG']",Tourism-Yearly,1,4,8,10,1,True,2,44,28.504726,4.372363,130801.343750,1434074480640.000000,nan,1.994389,28.189724,930905,1.97,10,False,False,ReLU,MAX_EPOCHS,31.42510605,31.42510605,39.98975754,9,1.000000,False,"[""139.73077393"", ""99.36487579"", ""67.19906616"", ""44.09457397"", ""33.99894714"", ""36.21035385"", ""38.14229202"", ""35.92473221"", ""32.28229904"", ""31.42510605""]",1,4,0,5,HaarWaveletV3AELG,lt_bcast,16,30.34409955,0.21716118
wavelet_v3ae_search_r1,DB2_eq_fcast_ttd3_ld16,wavelet_v3ae_search,"['TrendAELG', 'DB2WaveletV3AELG']",Tourism-Yearly,1,4,8,10,1,True,0,42,30.345026,4.705763,141924.796875,1633384529920.000000,nan,2.173927,33.152752,928335,2.05,10,False,False,ReLU,MAX_EPOCHS,31.60634995,31.60634995,41.46238708,9,1.000000,False,"[""135.73066711"", ""97.80990601"", ""67.36264801"", ""45.30272293"", ""34.29204178"", ""35.13391495"", ""37.57135391"", ""36.86273575"", ""34.05710602"", ""31.60634995""]",1,4,0,3,DB2WaveletV3AELG,eq_fcast,16,29.48468276,0.21722934
wavelet_v3ae_search_r1,DB2_eq_fcast_ttd3_ld16,wavelet_v3ae_search,"['TrendAELG', 'DB2WaveletV3AELG']",Tourism-Yearly,1,4,8,10,1,True,1,43,29.492592,4.475992,137527.562500,1503045484544.000000,nan,2.058144,29.310169,928335,2.38,10,False,False,ReLU,MAX_EPOCHS,31.21245766,31.21245766,41.18704987,9,1.000000,False,"[""158.02239990"", ""115.49540710"", ""82.55286407"", ""57.83681870"", ""41.93918228"", ""34.81173706"", ""34.73340988"", ""34.86304092"", ""33.14916611"", ""31.21245766""]",1,4,0,3,DB2WaveletV3AELG,eq_fcast,16,28.41090695,0.17979038
wavelet_v3ae_search_r1,DB2_eq_fcast_ttd3_ld16,wavelet_v3ae_search,"['TrendAELG', 'DB2WaveletV3AELG']",Tourism-Yearly,1,4,8,10,1,True,2,44,31.701084,5.005779,137249.359375,1345524596736.000000,nan,2.294975,31.927164,928335,1.87,10,False,False,ReLU,MAX_EPOCHS,31.96187592,31.96187592,43.27658081,9,1.000000,False,"[""150.18536377"", ""110.39191437"", ""77.52741241"", ""52.35176086"", ""37.08916855"", ""35.97120285"", ""39.11967468"", ""38.65830612"", ""35.51331711"", ""31.96187592""]",1,4,0,3,DB2WaveletV3AELG,eq_fcast,16,29.91563830,0.19919144
wavelet_v3ae_search_r1,DB2_eq_fcast_ttd5_ld16,wavelet_v3ae_search,"['TrendAELG', 'DB2WaveletV3AELG']",Tourism-Yearly,1,4,8,10,1,True,0,42,37.770634,6.440084,167799.625000,1956097425408.000000,nan,2.952484,52.913200,930905,2.15,10,False,False,ReLU,MAX_EPOCHS,35.07745361,35.07745361,45.92766571,9,1.000000,False,"[""160.49787903"", ""124.17689514"", ""91.51907349"", ""64.25949097"", ""44.62284470"", ""35.32898712"", ""36.65247726"", ""38.77661133"", ""37.92295074"", ""35.07745361""]",1,4,0,5,DB2WaveletV3AELG,eq_fcast,16,28.42051088,0.17707717
wavelet_v3ae_search_r1,DB2_eq_fcast_ttd5_ld16,wavelet_v3ae_search,"['TrendAELG', 'DB2WaveletV3AELG']",Tourism-Yearly,1,4,8,10,1,True,1,43,32.351147,5.086621,166716.140625,2189102546944.000000,nan,2.409692,44.739719,930905,2.03,10,False,False,ReLU,MAX_EPOCHS,33.06782913,33.06782913,42.05622864,9,1.000000,False,"[""164.49745178"", ""125.18695831"", ""92.71350098"", ""67.08905029"", ""48.62997055"", ""38.14119720"", ""34.36579895"", ""34.36685944"", ""34.01413345"", ""33.06782913""]",1,4,0,5,DB2WaveletV3AELG,eq_fcast,16,30.98460122,0.18835916
wavelet_v3ae_search_r1,DB2_eq_fcast_ttd5_ld16,wavelet_v3ae_search,"['TrendAELG', 'DB2WaveletV3AELG']",Tourism-Yearly,1,4,8,10,1,True,2,44,30.691612,4.860256,160726.703125,2101536227328.000000,nan,2.344355,44.464867,930905,2.06,10,False,False,ReLU,MAX_EPOCHS,32.46987534,32.46987534,41.50057983,9,1.000000,False,"[""153.46034241"", ""114.11688232"", ""81.78059387"", ""56.84948730"", ""40.80988693"", ""33.84837723"", ""34.26294708"", ""35.16247940"", ""34.03827667"", ""32.46987534""]",1,4,0,5,DB2WaveletV3AELG,eq_fcast,16,27.57116875,0.17966315
wavelet_v3ae_search_r1,DB2_lt_fcast_ttd3_ld16,wavelet_v3ae_search,"['TrendAELG', 'DB2WaveletV3AELG']",Tourism-Yearly,1,4,8,10,1,True,0,42,30.612833,4.670285,126393.742188,1329219108864.000000,nan,1.989306,24.852514,918095,3.35,10,False,False,ReLU,MAX_EPOCHS,37.90317154,37.90317154,48.77630615,9,1.000000,False,"[""157.16523743"", ""122.83588409"", ""95.56283569"", ""76.16379547"", ""64.17709351"", ""56.36344147"", ""49.67743301"", ""43.66822433"", ""39.75401306"", ""37.90317154""]",1,2,0,3,DB2WaveletV3AELG,lt_fcast,16,51.85089561,0.32991326
wavelet_v3ae_search_r1,DB2_lt_fcast_ttd3_ld16,wavelet_v3ae_search,"['TrendAELG', 'DB2WaveletV3AELG']",Tourism-Yearly,1,4,8,10,1,True,1,43,29.674583,4.501574,127463.765625,1366703210496.000000,nan,1.960210,25.286203,918095,2.16,10,False,False,ReLU,MAX_EPOCHS,35.61532974,35.61532974,46.66917801,9,1.000000,False,"[""155.71057129"", ""120.79542542"", ""93.83908844"", ""74.19037628"", ""61.27678299"", ""52.66968536"", ""46.37684631"", ""41.21597290"", ""37.61512756"", ""35.61532974""]",1,2,0,3,DB2WaveletV3AELG,lt_fcast,16,47.64798615,0.30600354
wavelet_v3ae_search_r1,DB2_lt_fcast_ttd3_ld16,wavelet_v3ae_search,"['TrendAELG', 'DB2WaveletV3AELG']",Tourism-Yearly,1,4,8,10,1,True,2,44,32.054245,4.936325,120132.625000,1232164749312.000000,nan,2.090832,27.575853,918095,2.31,10,False,False,ReLU,MAX_EPOCHS,38.78062439,38.78062439,50.69997787,9,1.000000,False,"[""170.30526733"", ""137.83364868"", ""109.56479645"", ""85.71924591"", ""68.85282135"", ""58.87995529"", ""52.18802261"", ""46.18910599"", ""41.13356400"", ""38.78062439""]",1,2,0,3,DB2WaveletV3AELG,lt_fcast,16,52.92385532,0.31075877
wavelet_v3ae_search_r1,DB2_lt_fcast_ttd5_ld16,wavelet_v3ae_search,"['TrendAELG', 'DB2WaveletV3AELG']",Tourism-Yearly,1,4,8,10,1,True,0,42,31.534306,4.719490,120154.273438,1152344260608.000000,nan,1.970180,20.208611,920665,2.26,10,False,False,ReLU,MAX_EPOCHS,36.95655060,36.95655060,48.02607727,9,1.000000,False,"[""144.48381042"", ""112.81757355"", ""86.26734924"", ""67.18852234"", ""57.25822449"", ""51.60912323"", ""46.06504822"", ""41.03839874"", ""38.46031570"", ""36.95655060""]",1,2,0,5,DB2WaveletV3AELG,lt_fcast,16,47.39741272,0.32804653
wavelet_v3ae_search_r1,DB2_lt_fcast_ttd5_ld16,wavelet_v3ae_search,"['TrendAELG', 'DB2WaveletV3AELG']",Tourism-Yearly,1,4,8,10,1,True,1,43,33.336914,4.966146,125421.640625,1253217402880.000000,nan,2.047794,21.328785,920665,2.83,10,False,False,ReLU,MAX_EPOCHS,40.26935577,40.26935577,51.62475586,9,1.000000,False,"[""164.82542419"", ""131.37091064"", ""103.30236816"", ""82.56943512"", ""68.27618408"", ""58.53634644"", ""51.29598236"", ""45.62939453"", ""42.12351227"", ""40.26935577""]",1,2,0,5,DB2WaveletV3AELG,lt_fcast,16,53.38416220,0.32388306
wavelet_v3ae_search_r1,DB2_lt_fcast_ttd5_ld16,wavelet_v3ae_search,"['TrendAELG', 'DB2WaveletV3AELG']",Tourism-Yearly,1,4,8,10,1,True,2,44,32.608353,4.912757,125135.492188,1289946136576.000000,nan,2.057501,23.727949,920665,2.10,10,False,False,ReLU,MAX_EPOCHS,39.21207809,39.21207809,50.25035858,9,1.000000,False,"[""163.38211060"", ""130.54542542"", ""102.86180878"", ""80.16623688"", ""64.14363098"", ""55.03922653"", ""49.30698395"", ""44.29372025"", ""40.89382172"", ""39.21207809""]",1,2,0,5,DB2WaveletV3AELG,lt_fcast,16,49.22763681,0.30130371
wavelet_v3ae_search_r1,DB2_eq_bcast_ttd3_ld16,wavelet_v3ae_search,"['TrendAELG', 'DB2WaveletV3AELG']",Tourism-Yearly,1,4,8,10,1,True,0,42,30.275717,4.594040,115624.750000,896833486848.000000,nan,2.030536,19.992647,938575,2.27,10,False,False,ReLU,MAX_EPOCHS,30.75443459,30.75443459,42.11511612,9,1.000000,False,"[""157.49961853"", ""115.08409882"", ""81.73804474"", ""56.40731430"", ""40.60872650"", ""37.39323425"", ""38.79057312"", ""37.72136688"", ""34.35026169"", ""30.75443459""]",1,8,0,3,DB2WaveletV3AELG,eq_bcast,16,31.04786140,0.19712976
wavelet_v3ae_search_r1,DB2_eq_bcast_ttd3_ld16,wavelet_v3ae_search,"['TrendAELG', 'DB2WaveletV3AELG']",Tourism-Yearly,1,4,8,10,1,True,1,43,37.061691,6.109120,136291.218750,1156765974528.000000,nan,2.603140,28.739027,938575,2.04,10,False,False,ReLU,MAX_EPOCHS,34.47673035,34.47673035,46.38463974,9,1.000000,False,"[""192.51176453"", ""156.00404358"", ""117.33039856"", ""82.59906006"", ""52.85743332"", ""35.53417206"", ""36.13050461"", ""39.93379211"", ""38.72620010"", ""34.47673035""]",1,8,0,3,DB2WaveletV3AELG,eq_bcast,16,27.63190993,0.14353362
wavelet_v3ae_search_r1,DB2_eq_bcast_ttd3_ld16,wavelet_v3ae_search,"['TrendAELG', 'DB2WaveletV3AELG']",Tourism-Yearly,1,4,8,10,1,True,2,44,30.856783,4.962230,126930.390625,1216911245312.000000,nan,2.286648,34.403671,938575,2.72,10,False,False,ReLU,MAX_EPOCHS,32.17043304,32.17043304,42.95976257,9,1.000000,False,"[""160.24200439"", ""124.49974060"", ""91.01943207"", ""61.84461212"", ""41.34503555"", ""35.64461517"", ""37.60832596"", ""37.51384735"", ""34.76646042"", ""32.17043304""]",1,8,0,3,DB2WaveletV3AELG,eq_bcast,16,29.13795519,0.18183719
wavelet_v3ae_search_r1,DB2_eq_bcast_ttd5_ld16,wavelet_v3ae_search,"['TrendAELG', 'DB2WaveletV3AELG']",Tourism-Yearly,1,4,8,10,1,True,0,42,29.526993,4.661609,165696.437500,2540268683264.000000,nan,2.218190,45.975174,941145,2.22,10,False,False,ReLU,MAX_EPOCHS,32.51364517,32.51364517,40.73390579,9,1.000000,False,"[""147.77604675"", ""107.85047913"", ""73.93678284"", ""47.30852509"", ""34.14480972"", ""35.88809586"", ""38.17851639"", ""36.55170059"", ""33.46797943"", ""32.51364517""]",1,8,0,5,DB2WaveletV3AELG,eq_bcast,16,29.95069522,0.20267625
wavelet_v3ae_search_r1,DB2_eq_bcast_ttd5_ld16,wavelet_v3ae_search,"['TrendAELG', 'DB2WaveletV3AELG']",Tourism-Yearly,1,4,8,10,1,True,1,43,29.495644,4.446612,128606.304688,1280842530816.000000,nan,1.998030,24.266922,941145,2.11,10,False,False,ReLU,MAX_EPOCHS,31.18902397,31.18902397,41.03457260,9,1.000000,False,"[""153.14628601"", ""114.17238617"", ""81.76462555"", ""56.17770386"", ""40.30839539"", ""36.48621368"", ""37.53821182"", ""36.39839554"", ""33.31028366"", ""31.18902397""]",1,8,0,5,DB2WaveletV3AELG,eq_bcast,16,30.26053194,0.19759233
