experiment,config_name,category,stack_types,period,frequency,forecast_length,backcast_length,n_stacks,n_blocks_per_stack,share_weights,run,seed,smape,mase,mae,mse,owa,norm_mae,norm_mse,n_params,training_time_seconds,epochs_trained,active_g,sum_losses,activation,stopping_reason,best_val_loss,final_val_loss,final_train_loss,best_epoch,loss_ratio,diverged,val_loss_curve,search_round,block_type,backbone_family,wavelet_family,active_g_cfg,meta_predicted_best,meta_convergence_score
lg_vae_search_r1_baseline,AutoEncoderAELG,pure_lg_vae,['AutoEncoderAELG'],Tourism-Yearly,1,4,8,16,1,True,1,43,31.053204,4.891612,97087.570312,471321051136.000000,nan,2.136488,32.738453,2417040,0.63,10,False,False,ReLU,MAX_EPOCHS,37.66717148,37.66717148,48.12154007,9,1.000000,False,"[""181.05427551"", ""149.14871216"", ""96.05525970"", ""46.07143784"", ""68.55102539"", ""81.92823029"", ""75.61264801"", ""58.96767807"", ""40.77309799"", ""37.66717148""]",1,AutoEncoderAELG,LG,,False,46.071438,0.254462
lg_vae_search_r1_baseline,AutoEncoderAELG,pure_lg_vae,['AutoEncoderAELG'],Tourism-Yearly,1,4,8,16,1,True,2,44,38.975502,6.896389,110532.640625,611291496448.000000,nan,2.959904,56.605591,2417040,0.73,10,False,False,ReLU,MAX_EPOCHS,42.56163406,42.56163406,55.98302460,9,1.000000,False,"[""179.26203918"", ""149.32685852"", ""99.42503357"", ""64.87422943"", ""76.92967987"", ""88.46398926"", ""81.90864563"", ""65.95795441"", ""49.75357819"", ""42.56163406""]",1,AutoEncoderAELG,LG,,False,64.874229,0.361896
lg_vae_search_r1_baseline,GenericVAE,pure_lg_vae,['GenericVAE'],Tourism-Yearly,1,4,8,16,1,True,0,42,188.153488,15.425910,385329.343750,6890049241088.000000,nan,5.837020,83.514343,3321984,0.90,10,False,False,ReLU,MAX_EPOCHS,189.77947998,189.77947998,714622.25000000,9,1.000000,False,"[""197.45825195"", ""195.99249268"", ""195.19078064"", ""194.30278015"", ""193.72921753"", ""192.98747253"", ""192.46675110"", ""191.11698914"", ""190.23052979"", ""189.77947998""]",1,GenericVAE,VAE,,False,192.895209,0.976891
lg_vae_search_r1_baseline,GenericVAE,pure_lg_vae,['GenericVAE'],Tourism-Yearly,1,4,8,16,1,True,1,43,189.825317,15.488715,385058.375000,6882464366592.000000,nan,5.856580,83.407158,3321984,0.87,10,False,False,ReLU,MAX_EPOCHS,190.86399841,190.86399841,1002456.43750000,9,1.000000,False,"[""198.21748352"", ""196.33753967"", ""194.43571472"", ""193.66368103"", ""193.32537842"", ""193.44465637"", ""193.21340942"", ""191.93150330"", ""190.97859192"", ""190.86399841""]",1,GenericVAE,VAE,,False,192.834289,0.972842
lg_vae_search_r1_baseline,BottleneckGenericVAE,pure_lg_vae,['BottleneckGenericVAE'],Tourism-Yearly,1,4,8,16,1,True,0,42,195.813614,15.869148,392479.031250,7134761189376.000000,nan,6.026370,89.018608,3265680,0.64,10,False,False,ReLU,MAX_EPOCHS,196.26898193,196.26898193,819949.62500000,9,1.000000,False,"[""197.82983398"", ""198.41136169"", ""198.08410645"", ""197.07835388"", ""197.14631653"", ""196.87240601"", ""197.00572205"", ""197.35020447"", ""197.25216675"", ""196.26898193""]",1,BottleneckGenericVAE,VAE,,False,195.876288,0.990125
lg_vae_search_r1_baseline,GenericVAE,pure_lg_vae,['GenericVAE'],Tourism-Yearly,1,4,8,16,1,True,2,44,190.001755,15.477094,386546.906250,6928373645312.000000,nan,5.844456,83.721672,3321984,0.97,10,False,False,ReLU,MAX_EPOCHS,191.18441772,191.18441772,732042.50000000,9,1.000000,False,"[""197.89337158"", ""198.06779480"", ""197.68609619"", ""197.13943481"", ""195.86492920"", ""194.14941406"", ""192.93473816"", ""192.40512085"", ""192.17010498"", ""191.18441772""]",1,GenericVAE,VAE,,False,194.149414,0.981081
lg_vae_search_r1_baseline,BottleneckGenericVAE,pure_lg_vae,['BottleneckGenericVAE'],Tourism-Yearly,1,4,8,16,1,True,1,43,196.887039,15.937013,395860.875000,7220903804928.000000,nan,6.041983,89.483711,3265680,0.84,10,False,False,ReLU,MAX_EPOCHS,196.88182068,196.88182068,1625750.50000000,9,1.000000,False,"[""199.26358032"", ""198.52780151"", ""197.66845703"", ""197.59480286"", ""198.59867859"", ""198.15908813"", ""197.29116821"", ""197.37126160"", ""197.77940369"", ""196.88182068""]",1,BottleneckGenericVAE,VAE,,False,196.775389,0.987513
lg_vae_search_r1_baseline,BottleneckGenericVAE,pure_lg_vae,['BottleneckGenericVAE'],Tourism-Yearly,1,4,8,16,1,True,2,44,195.091904,15.765607,389819.593750,7028425097216.000000,nan,5.978252,86.958572,3265680,0.82,10,False,False,ReLU,MAX_EPOCHS,195.89476013,196.08923340,1504361.37500000,8,1.000993,False,"[""199.46279907"", ""198.92237854"", ""198.09457397"", ""197.29394531"", ""197.58291626"", ""198.00662231"", ""198.17355347"", ""197.16406250"", ""195.89476013"", ""196.08923340""]",1,BottleneckGenericVAE,VAE,,False,196.539185,0.985343
lg_vae_search_r1_baseline,GenericAEBackcastVAE,pure_lg_vae,['GenericAEBackcastVAE'],Tourism-Yearly,1,4,8,16,1,True,0,42,192.399872,15.539560,388905.375000,6999074406400.000000,nan,5.855238,84.466942,3420896,1.27,10,False,False,ReLU,MAX_EPOCHS,193.02436829,193.02436829,1333209.37500000,9,1.000000,False,"[""198.17987061"", ""197.86036682"", ""197.32707214"", ""196.77488708"", ""196.19850159"", ""195.27633667"", ""194.42089844"", ""193.78353882"", ""193.28239441"", ""193.02436829""]",1,GenericAEBackcastVAE,VAE,,False,194.990618,0.983907
lg_vae_search_r1_baseline,GenericAEBackcastVAE,pure_lg_vae,['GenericAEBackcastVAE'],Tourism-Yearly,1,4,8,16,1,True,1,43,195.177795,15.674056,390092.406250,7038495096832.000000,nan,5.928172,85.813637,3420896,1.19,10,False,False,ReLU,MAX_EPOCHS,195.68881226,195.68881226,1027281.18750000,9,1.000000,False,"[""199.62695312"", ""199.20602417"", ""198.54341125"", ""197.98297119"", ""197.78919983"", ""197.42935181"", ""196.71360779"", ""196.12916565"", ""195.85015869"", ""195.68881226""]",1,GenericAEBackcastVAE,VAE,,False,196.676910,0.985222
lg_vae_search_r1_baseline,GenericAEBackcastVAE,pure_lg_vae,['GenericAEBackcastVAE'],Tourism-Yearly,1,4,8,16,1,True,2,44,190.306778,15.467315,387126.875000,6941402726400.000000,nan,5.836095,83.746208,3420896,1.19,10,False,False,ReLU,MAX_EPOCHS,191.12414551,191.12414551,630051.12500000,9,1.000000,False,"[""196.94795227"", ""196.53610229"", ""195.82302856"", ""195.16847229"", ""194.56883240"", ""193.38114929"", ""192.43368530"", ""192.18725586"", ""192.22991943"", ""191.12414551""]",1,GenericAEBackcastVAE,VAE,,False,193.340049,0.981681
lg_vae_search_r1_baseline,AutoEncoderVAE,pure_lg_vae,['AutoEncoderVAE'],Tourism-Yearly,1,4,8,16,1,True,0,42,188.078964,15.513705,385235.093750,6892777111552.000000,nan,5.897396,85.630531,3461520,1.26,10,False,False,ReLU,MAX_EPOCHS,189.87461853,189.87461853,1052776.50000000,9,1.000000,False,"[""198.60646057"", ""198.31632996"", ""197.92277527"", ""197.06347656"", ""196.54360962"", ""195.55661011"", ""193.44082642"", ""192.05210876"", ""191.50730896"", ""189.87461853""]",1,AutoEncoderVAE,VAE,,False,195.338037,0.983543
lg_vae_search_r1_baseline,AutoEncoderVAE,pure_lg_vae,['AutoEncoderVAE'],Tourism-Yearly,1,4,8,16,1,True,2,44,187.952179,15.589307,385192.812500,6889614082048.000000,nan,5.944549,87.372246,3461520,1.16,10,False,False,ReLU,MAX_EPOCHS,189.67164612,189.67164612,1195076.75000000,9,1.000000,False,"[""198.63931274"", ""198.24603271"", ""198.05447388"", ""198.11030579"", ""195.87524414"", ""194.55728149"", ""193.78245544"", ""192.16366577"", ""190.39459229"", ""189.67164612""]",1,AutoEncoderVAE,VAE,,False,194.557281,0.979450
lg_vae_search_r1_baseline,AutoEncoderVAE,pure_lg_vae,['AutoEncoderVAE'],Tourism-Yearly,1,4,8,16,1,True,1,43,190.182083,15.611849,386378.687500,6920959688704.000000,nan,5.940732,86.325783,3461520,1.31,10,False,False,ReLU,MAX_EPOCHS,191.60765076,191.60765076,1513339.75000000,9,1.000000,False,"[""197.58673096"", ""197.27360535"", ""196.95611572"", ""196.65208435"", ""195.39569092"", ""194.61073303"", ""194.20137024"", ""193.54702759"", ""192.39550781"", ""191.60765076""]",1,AutoEncoderVAE,VAE,,False,194.398615,0.983865
lg_vae_search_r1_baseline,VAE,pure_lg_vae,['VAE'],Tourism-Yearly,1,4,8,16,1,True,1,43,181.788467,15.200516,380668.781250,6737238163456.000000,nan,5.766150,82.670433,12960096,0.97,10,False,False,ReLU,MAX_EPOCHS,184.53355408,192.05764771,149415.17187500,3,1.040774,False,"[""186.68959045"", ""186.91127014"", ""190.76353455"", ""184.53355408"", ""187.56382751"", ""190.89010620"", ""190.82890320"", ""191.60746765"", ""190.73497009"", ""192.05764771""]",1,VAE,RootBlock,,False,184.533554,0.988451
lg_vae_search_r1_baseline,VAE,pure_lg_vae,['VAE'],Tourism-Yearly,1,4,8,16,1,True,0,42,188.667130,15.506515,386539.593750,6924324044800.000000,nan,5.903494,86.361893,12960096,1.62,10,False,False,ReLU,MAX_EPOCHS,190.12973022,192.19305420,178085.14062500,6,1.010852,False,"[""193.39404297"", ""192.71694946"", ""195.04153442"", ""191.23362732"", ""190.84780884"", ""190.23425293"", ""190.12973022"", ""192.53831482"", ""191.96710205"", ""192.19305420""]",1,VAE,RootBlock,,False,190.128208,0.983113
lg_vae_search_r1_baseline,VAE,pure_lg_vae,['VAE'],Tourism-Yearly,1,4,8,16,1,True,2,44,185.151794,15.283702,383743.968750,6835402178560.000000,nan,5.778539,83.133331,12960096,1.15,10,False,False,ReLU,MAX_EPOCHS,187.18292236,192.14115906,106895.98437500,3,1.026489,False,"[""189.97494507"", ""188.97073364"", ""192.51605225"", ""187.18292236"", ""188.71505737"", ""191.62397766"", ""190.99360657"", ""192.06987000"", ""192.22807312"", ""192.14115906""]",1,VAE,RootBlock,,False,187.182922,0.985303
lg_vae_search_r1_baseline,TrendAELG+Haar,trend_wavelet,"['TrendAELG', 'HaarWaveletV3']",Tourism-Yearly,1,4,8,16,1,True,0,42,24.171022,3.764324,145466.281250,2056578662400.000000,nan,1.800063,38.975056,6682728,0.78,10,False,False,ReLU,MAX_EPOCHS,28.60273170,28.80775833,36.91329193,5,1.007168,False,"[""105.07685852"", ""41.17618179"", ""35.21126175"", ""31.73472977"", ""32.39342117"", ""28.60273170"", ""33.03137207"", ""31.27277756"", ""29.63999748"", ""28.80775833""]",1,TrendAELG,LG,Haar,False,24.801090,0.236028
lg_vae_search_r1_baseline,TrendAELG+Haar,trend_wavelet,"['TrendAELG', 'HaarWaveletV3']",Tourism-Yearly,1,4,8,16,1,True,1,43,23.190527,3.323323,143038.953125,1973507981312.000000,nan,1.554642,25.678699,6682728,0.60,10,False,False,ReLU,MAX_EPOCHS,26.49734116,26.92288971,33.75803757,8,1.016060,False,"[""35.09511185"", ""71.18196106"", ""51.90200043"", ""49.29641342"", ""44.71963882"", ""35.60001755"", ""30.51155853"", ""29.07939339"", ""26.49734116"", ""26.92288971""]",1,TrendAELG,LG,Haar,False,35.095112,1.000000
lg_vae_search_r1_baseline,TrendAELG+Haar,trend_wavelet,"['TrendAELG', 'HaarWaveletV3']",Tourism-Yearly,1,4,8,16,1,True,2,44,22.532810,3.319007,153043.625000,2448831807488.000000,nan,1.556412,29.250690,6682728,0.69,10,False,False,ReLU,MAX_EPOCHS,27.62882614,27.62882614,35.26099014,9,1.000000,False,"[""38.49346161"", ""73.04284668"", ""58.43795395"", ""40.05570221"", ""40.80615234"", ""34.28828430"", ""31.83236694"", ""30.17648697"", ""27.70129395"", ""27.62882614""]",1,TrendAELG,LG,Haar,False,34.288284,0.890756
lg_vae_search_r1_baseline,TrendAELG+DB4,trend_wavelet,"['TrendAELG', 'DB4WaveletV3']",Tourism-Yearly,1,4,8,16,1,True,0,42,23.350603,3.511797,151541.500000,2314442375168.000000,nan,1.664345,31.994202,6682728,0.83,10,False,False,ReLU,MAX_EPOCHS,27.81231308,27.81231308,36.38021469,9,1.000000,False,"[""101.54783630"", ""44.10109711"", ""37.37897491"", ""40.24478912"", ""35.72666550"", ""30.49902344"", ""29.02157211"", ""29.77445793"", ""29.47716331"", ""27.81231308""]",1,TrendAELG,LG,DB4,False,26.800924,0.263924
lg_vae_search_r1_baseline,TrendAELG+DB4,trend_wavelet,"['TrendAELG', 'DB4WaveletV3']",Tourism-Yearly,1,4,8,16,1,True,1,43,21.526590,3.119119,125445.210938,1546046275584.000000,nan,1.370638,16.653784,6682728,0.92,10,False,False,ReLU,MAX_EPOCHS,26.19729042,26.38500595,33.13723755,8,1.007165,False,"[""35.65279007"", ""64.16509247"", ""55.74303818"", ""40.88781357"", ""34.26283264"", ""30.90265083"", ""28.80921936"", ""26.90988731"", ""26.19729042"", ""26.38500595""]",1,TrendAELG,LG,DB4,False,30.897294,0.866616
lg_vae_search_r1_baseline,TrendAELG+DB4,trend_wavelet,"['TrendAELG', 'DB4WaveletV3']",Tourism-Yearly,1,4,8,16,1,True,2,44,24.828182,3.675406,146365.984375,2124551946240.000000,nan,1.634352,26.777954,6682728,0.93,10,False,False,ReLU,MAX_EPOCHS,29.14585495,29.14585495,36.30466080,9,1.000000,False,"[""51.25961304"", ""60.69068909"", ""44.28034973"", ""38.76900101"", ""35.40730286"", ""29.33839798"", ""30.17434120"", ""31.78513718"", ""30.06437492"", ""29.14585495""]",1,TrendAELG,LG,DB4,False,27.021079,0.527142
lg_vae_search_r1_baseline,TrendAELG+Coif2,trend_wavelet,"['TrendAELG', 'Coif2WaveletV3']",Tourism-Yearly,1,4,8,16,1,True,0,42,21.939381,3.259273,147528.453125,2198356099072.000000,nan,1.499246,27.424337,6682728,1.18,10,False,False,ReLU,MAX_EPOCHS,27.07419968,27.07419968,34.58966827,9,1.000000,False,"[""140.83793640"", ""45.31690216"", ""51.29275894"", ""42.25066757"", ""39.04860306"", ""32.77902985"", ""28.43214798"", ""28.16495895"", ""27.89228249"", ""27.07419968""]",1,TrendAELG,LG,Coif2,False,27.948002,0.198441
lg_vae_search_r1_baseline,TrendAELG+Coif2,trend_wavelet,"['TrendAELG', 'Coif2WaveletV3']",Tourism-Yearly,1,4,8,16,1,True,1,43,22.155180,3.182187,129069.750000,1676084510720.000000,nan,1.449523,20.600018,6682728,0.82,10,False,False,ReLU,MAX_EPOCHS,26.60207748,26.89253998,34.28311157,8,1.010919,False,"[""36.66170120"", ""75.41344452"", ""61.33491898"", ""39.65481949"", ""38.49050522"", ""32.86246109"", ""30.09556198"", ""28.95994759"", ""26.60207748"", ""26.89253998""]",1,TrendAELG,LG,Coif2,False,32.862461,0.896370
lg_vae_search_r1_baseline,TrendAELG+Coif2,trend_wavelet,"['TrendAELG', 'Coif2WaveletV3']",Tourism-Yearly,1,4,8,16,1,True,2,44,22.700365,3.327429,142942.062500,2048340525056.000000,nan,1.496984,23.712889,6682728,0.87,10,False,False,ReLU,MAX_EPOCHS,27.57853317,27.57853317,35.10680771,9,1.000000,False,"[""37.16310883"", ""71.57830811"", ""55.56596375"", ""47.31455994"", ""41.07439423"", ""33.84151840"", ""31.39910316"", ""30.28381729"", ""27.79138756"", ""27.57853317""]",1,TrendAELG,LG,Coif2,False,33.764752,0.908556
lg_vae_search_r1_baseline,TrendAELG+Symlet3,trend_wavelet,"['TrendAELG', 'Symlet3WaveletV3']",Tourism-Yearly,1,4,8,16,1,True,0,42,22.726234,3.534705,114065.460938,1277044457472.000000,nan,1.606199,30.764511,6682728,0.95,10,False,False,ReLU,MAX_EPOCHS,28.81103516,31.36987305,36.81327438,8,1.088815,False,"[""117.90000153"", ""69.36900330"", ""43.06954575"", ""34.36951828"", ""34.88328934"", ""30.02140427"", ""36.83840179"", ""33.56132507"", ""28.81103516"", ""31.36987305""]",1,TrendAELG,LG,Symlet3,False,24.743336,0.209867
lg_vae_search_r1_baseline,TrendAELG+Symlet3,trend_wavelet,"['TrendAELG', 'Symlet3WaveletV3']",Tourism-Yearly,1,4,8,16,1,True,1,43,22.274776,3.277137,139425.718750,2136538873856.000000,nan,1.496696,24.124151,6682728,0.89,10,False,False,ReLU,MAX_EPOCHS,26.78356552,26.78356552,33.23895264,9,1.000000,False,"[""56.86552429"", ""51.69084549"", ""37.13350677"", ""37.89392853"", ""32.95547485"", ""26.94296837"", ""28.24641418"", ""27.76999474"", ""27.50461769"", ""26.78356552""]",1,TrendAELG,LG,Symlet3,False,24.237436,0.426224
lg_vae_search_r1_baseline,TrendAELG+Symlet3,trend_wavelet,"['TrendAELG', 'Symlet3WaveletV3']",Tourism-Yearly,1,4,8,16,1,True,2,44,23.877907,3.449375,147641.937500,2071714725888.000000,nan,1.618919,26.156601,6682728,0.72,10,False,False,ReLU,MAX_EPOCHS,27.49756622,28.91500664,34.58031845,8,1.051548,False,"[""43.77414703"", ""60.41597748"", ""44.49133682"", ""45.69607162"", ""39.24691772"", ""30.91777229"", ""34.00446320"", ""32.89869690"", ""27.49756622"", ""28.91500664""]",1,TrendAELG,LG,Symlet3,False,29.638528,0.677078
lg_vae_search_r1_baseline,TrendVAE+Haar,trend_wavelet,"['TrendVAE', 'HaarWaveletV3']",Tourism-Yearly,1,4,8,16,1,True,0,42,55.524593,7.240607,169576.859375,1943237296128.000000,nan,2.673098,20.141024,6812776,1.35,10,False,False,ReLU,MAX_EPOCHS,68.69367218,68.69367218,132215.48437500,9,1.000000,False,"[""175.87660217"", ""162.24607849"", ""146.67251587"", ""129.22532654"", ""119.43187714"", ""110.52576447"", ""100.52886200"", ""88.24393463"", ""77.52463531"", ""68.69367218""]",1,TrendVAE,VAE,Haar,False,104.102303,0.591905
lg_vae_search_r1_baseline,TrendVAE+Haar,trend_wavelet,"['TrendVAE', 'HaarWaveletV3']",Tourism-Yearly,1,4,8,16,1,True,1,43,70.082733,8.649875,198379.921875,2527153356800.000000,nan,3.227646,30.726414,6812776,1.51,10,False,False,ReLU,MAX_EPOCHS,83.06761932,83.06761932,118787.13281250,9,1.000000,False,"[""179.33610535"", ""168.29647827"", ""157.88458252"", ""146.69364929"", ""134.83662415"", ""123.20217133"", ""112.44118500"", ""101.05565643"", ""92.35210419"", ""83.06761932""]",1,TrendVAE,VAE,Haar,False,119.159606,0.664448
lg_vae_search_r1_baseline,TrendVAE+Haar,trend_wavelet,"['TrendVAE', 'HaarWaveletV3']",Tourism-Yearly,1,4,8,16,1,True,2,44,59.161751,7.934626,164788.265625,2036876836864.000000,nan,2.944422,27.735224,6812776,1.40,10,False,False,ReLU,MAX_EPOCHS,68.29478455,68.29478455,72458.99218750,9,1.000000,False,"[""183.09753418"", ""166.76300049"", ""156.28660583"", ""146.18246460"", ""134.37884521"", ""121.35743713"", ""105.04233551"", ""89.86740875"", ""78.40431976"", ""68.29478455""]",1,TrendVAE,VAE,Haar,False,116.315181,0.635264
lg_vae_search_r1_baseline,TrendVAE+DB4,trend_wavelet,"['TrendVAE', 'DB4WaveletV3']",Tourism-Yearly,1,4,8,16,1,True,0,42,58.577484,7.217224,172563.656250,1964706758656.000000,nan,2.691242,22.435781,6812776,1.49,10,False,False,ReLU,MAX_EPOCHS,69.74867249,69.74867249,136777.60937500,9,1.000000,False,"[""176.04418945"", ""162.92689514"", ""152.23971558"", ""138.64616394"", ""125.37464905"", ""112.22248077"", ""100.21092987"", ""88.48246002"", ""77.30940247"", ""69.74867249""]",1,TrendVAE,VAE,DB4,False,105.110784,0.597070
lg_vae_search_r1_baseline,TrendVAE+DB4,trend_wavelet,"['TrendVAE', 'DB4WaveletV3']",Tourism-Yearly,1,4,8,16,1,True,1,43,122.517349,13.768630,328332.062500,6603154653184.000000,nan,5.183393,81.121849,6812776,1.38,10,False,False,ReLU,MAX_EPOCHS,128.04917908,128.04917908,126792.46875000,9,1.000000,False,"[""187.74334717"", ""183.28132629"", ""177.84991455"", ""171.08320618"", ""162.47938538"", ""154.54057312"", ""146.47421265"", ""139.26846313"", ""133.10685730"", ""128.04917908""]",1,TrendVAE,VAE,DB4,False,154.540573,0.823148
lg_vae_search_r1_baseline,TrendVAE+DB4,trend_wavelet,"['TrendVAE', 'DB4WaveletV3']",Tourism-Yearly,1,4,8,16,1,True,2,44,39.443188,5.812849,121934.531250,1092520509440.000000,nan,2.299896,24.885782,6812776,1.48,10,False,False,ReLU,MAX_EPOCHS,47.76613998,47.76613998,68502.60937500,9,1.000000,False,"[""177.07440186"", ""159.43534851"", ""144.08277893"", ""127.87260437"", ""115.38158417"", ""99.42718506"", ""84.74215698"", ""70.84292603"", ""56.80226135"", ""47.76613998""]",1,TrendVAE,VAE,DB4,False,91.429903,0.516336
lg_vae_search_r1_baseline,TrendVAE+Coif2,trend_wavelet,"['TrendVAE', 'Coif2WaveletV3']",Tourism-Yearly,1,4,8,16,1,True,0,42,58.350086,7.446012,172797.078125,1995603574784.000000,nan,2.747453,21.437170,6812776,1.39,10,False,False,ReLU,MAX_EPOCHS,70.37301636,70.37301636,142617.14062500,9,1.000000,False,"[""178.78424072"", ""163.77174377"", ""152.45913696"", ""140.32380676"", ""128.50495911"", ""116.34114838"", ""104.97718048"", ""92.69783783"", ""80.87759399"", ""70.37301636""]",1,TrendVAE,VAE,Coif2,False,110.608305,0.618669
